,MSZoning,LotArea,Street,Has_Alley,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,GrLivArea,BedroomAbvGr,GarageCars,SaleCondition,has_fence,pool,SalePrice
1096,RM,6882,1,0,1Fam,2Story,average,good,1914,TA,1355,3,0,Normal,0,0,127000
1097,RL,3696,1,0,TwnhsE,1Story,good,average,1986,Ex,1088,2,2,Normal,0,0,170000
1098,RM,6000,1,0,1Fam,1.5Fin,average,average,1936,TA,1324,3,1,Normal,0,0,128000
1099,RL,11880,1,0,1Fam,1Story,good,average,1978,TA,1601,3,2,Abnorml,0,0,157000
1100,RL,8400,1,0,1Fam,1Story,bad,average,1920,TA,438,1,1,Normal,0,0,60000
1101,RL,9758,1,0,1Fam,1Story,average,average,1971,TA,950,3,1,Normal,0,0,119500
1102,RL,7000,1,0,1Fam,1Story,average,good,1960,Ex,1134,2,1,Family,1,0,135000
1103,RL,8910,1,0,1Fam,1Story,average,average,1959,Ex,1194,3,2,Normal,0,0,159500
1104,RM,2016,1,0,TwnhsE,2Story,average,average,1970,TA,1302,3,2,Normal,0,0,106000
1105,RL,12256,1,0,1Fam,2Story,good,average,1994,Ex,2622,3,2,Normal,0,0,325000
1106,RL,10357,1,0,1Fam,1Story,good,average,1990,Gd,1442,3,2,Normal,0,0,179900
1107,RL,23257,1,0,1Fam,2Story,good,average,2006,Ex,2021,3,2,Partial,0,0,274725
1108,RL,8063,1,0,1Fam,2Story,average,average,2000,Ex,1690,3,2,Abnorml,0,0,181000
1109,RL,11362,1,0,1Fam,1Story,good,average,2004,Ex,1836,3,3,Normal,0,0,280000
1110,RL,8000,1,0,1Fam,2Story,average,average,1995,Gd,1658,3,2,Normal,0,0,188000
1111,RL,10480,1,0,1Fam,2Story,good,average,1976,TA,1964,4,2,Normal,0,0,205000
1112,RL,7100,1,0,1Fam,1Story,average,good,1957,TA,816,2,1,Normal,0,0,129900
1113,RL,8923,1,0,1Fam,1Story,average,good,1953,Gd,1008,2,1,Normal,0,0,134500
1114,RL,5400,1,0,1Fam,1Story,average,good,1954,Ex,833,2,1,Normal,1,0,117000
1115,RL,12085,1,0,1Fam,1Story,good,average,2007,Ex,1734,3,3,Partial,0,0,318000
1116,RL,7750,1,0,1Fam,SLvl,good,average,2002,Ex,1419,3,2,Normal,0,0,184100
1117,RL,9764,1,0,1Fam,1Story,average,good,1967,Ex,894,3,2,Normal,0,0,130000
1118,RL,13825,1,0,1Fam,SLvl,average,average,1958,TA,1601,3,1,Normal,0,0,140000
1119,RL,7560,1,0,1Fam,1Story,average,average,1959,TA,1040,3,1,Normal,1,0,133700
1120,RM,8263,1,0,1Fam,1Story,average,average,1920,TA,1012,2,1,Normal,1,0,118400
1121,RL,10084,1,0,1Fam,1Story,good,average,2005,Ex,1552,3,3,Partial,0,0,212900
1122,RL,8926,1,0,1Fam,1Story,average,bad,1956,Ex,960,3,1,Abnorml,1,0,112000
1123,RL,9405,1,0,1Fam,1Story,average,good,1947,Ex,698,2,0,Normal,0,0,118000
1124,RL,9125,1,0,1Fam,SLvl,good,average,1992,Gd,1482,3,2,Normal,0,0,163900
1125,RL,10434,1,0,1Fam,1Story,average,average,1955,TA,1005,2,2,Normal,0,0,115000
1126,RL,3684,1,0,TwnhsE,1Story,good,average,2007,Ex,1555,2,3,Normal,0,0,174000
1127,RL,14572,1,0,1Fam,1Story,good,average,2004,Ex,1530,3,3,Family,0,0,259000
1128,RL,11796,1,0,1Fam,2Story,good,average,2004,Ex,1959,4,2,Normal,0,0,215000
1129,RM,7200,1,1,Duplex,SFoyer,average,average,1980,TA,936,2,2,Normal,0,0,140000
1130,RL,7804,1,0,1Fam,1.5Fin,average,bad,1928,TA,1981,4,2,Normal,1,0,135000
1131,RL,10712,1,0,1Fam,1Story,average,average,1991,TA,974,3,0,Abnorml,1,0,93500
1132,RM,9900,1,0,1Fam,2Story,average,average,1880,TA,2210,5,1,Normal,0,0,117500
1133,RL,9828,1,0,1Fam,2Story,good,average,1995,Ex,2020,3,2,Normal,0,0,239500
1134,RL,8773,1,0,1Fam,2Story,average,average,1997,Gd,1600,3,2,Normal,0,0,169000
1135,RM,6180,1,0,1Fam,1Story,average,average,1926,TA,986,2,1,Normal,0,0,102000
1136,RL,9600,1,0,1Fam,1.5Fin,average,average,1950,TA,1252,3,1,Abnorml,0,0,119000
1137,RL,6342,1,0,1Fam,1.5Fin,average,good,1875,Gd,1020,2,0,Normal,0,0,94000
1138,RL,9819,1,0,1Fam,1Story,average,average,1977,TA,1567,2,2,Normal,0,0,196000
1139,RL,8731,1,0,1Fam,1Story,average,average,1920,TA,1167,3,2,Normal,0,0,144000
1140,RL,7350,1,0,1Fam,1Story,average,good,1951,TA,952,2,2,Abnorml,0,0,139000
1141,RL,10304,1,0,1Fam,2Story,average,good,1976,Ex,1868,4,2,Normal,0,0,197500
1142,RL,9965,1,0,1Fam,2Story,good,average,2006,Ex,2828,4,3,Partial,0,0,424870
1143,RL,9000,1,0,1Fam,1Story,average,bad,1959,TA,1006,3,0,Normal,0,0,80000
1144,RL,12180,1,0,2fmCon,1.5Fin,average,average,1941,Fa,924,2,1,Normal,1,0,80000
1145,RM,6240,1,0,1Fam,1.5Fin,average,average,1928,Ex,1576,3,1,Family,0,0,149000
1146,RL,11200,1,0,1Fam,1Story,average,average,1985,TA,1298,3,2,Normal,0,0,180000
1147,RL,12000,1,0,1Fam,2Story,good,good,1941,Ex,1564,3,1,Normal,0,0,174500
1148,RM,5700,1,0,1Fam,1.5Fin,good,good,1926,TA,1111,2,1,Normal,0,0,116900
1149,RM,9000,1,0,1Fam,2Story,good,good,1920,Ex,1482,3,2,Normal,0,0,143000
1150,RL,8280,1,0,1Fam,1Story,average,average,1950,Ex,932,2,1,Normal,1,0,124000
1151,RL,17755,1,0,1Fam,1Story,average,average,1959,TA,1466,3,2,Normal,0,0,149900
1152,RL,14115,1,0,1Fam,1Story,average,good,1956,Ex,1811,2,2,Abnorml,0,0,230000
1153,RM,5890,1,0,1Fam,1Story,average,good,1930,Ex,816,2,1,Normal,0,0,120500
1154,RL,13700,1,0,1Fam,2Story,good,average,1965,TA,1820,4,2,Normal,1,0,201800
1155,RL,10768,1,0,1Fam,1Story,average,good,1976,TA,1437,3,2,Normal,0,0,218000
1156,RL,9350,1,0,1Fam,SLvl,average,good,1965,Gd,1265,3,2,Normal,1,0,179900
1157,RL,5001,1,0,Twnhs,1Story,good,average,2007,Ex,1314,2,2,Normal,0,0,230000
1158,RL,11932,1,0,1Fam,1Story,good,average,2007,Ex,1580,3,3,Partial,0,0,235128
1159,RL,9120,1,0,1Fam,2Story,average,average,1974,TA,1876,4,2,Normal,0,0,185000
1160,RL,2280,1,0,Twnhs,2Story,average,average,1978,Fa,1456,3,2,Normal,0,0,146000
1161,RL,14778,1,0,1Fam,1Story,average,good,1954,Ex,1640,3,2,Normal,0,0,224000
1162,RL,8724,1,0,1Fam,1Story,average,average,1968,Gd,894,3,2,Normal,0,0,129000
1163,RL,12900,1,0,Duplex,SFoyer,average,average,1969,TA,1258,0,2,Alloca,0,0,108959
1164,RL,16157,1,0,1Fam,SLvl,average,good,1978,Ex,1432,2,2,Normal,0,0,194000
1165,RL,9541,1,0,1Fam,1Story,good,average,2009,Ex,1502,3,2,Partial,0,0,233170
1166,RL,10475,1,0,1Fam,1Story,good,average,2008,Ex,1694,3,3,Normal,0,0,245350
1167,RL,10852,1,0,1Fam,2Story,average,average,2000,Ex,1671,3,2,Normal,0,0,173000
1168,RL,13728,1,0,1Fam,2Story,average,good,1935,Ex,2108,4,2,Normal,0,0,235000
1169,RL,35760,1,0,1Fam,2Story,good,average,1995,Ex,3627,4,3,Normal,0,0,625000
1170,RL,9880,1,0,1Fam,SLvl,average,average,1977,TA,1118,3,1,Normal,1,1,171000
1171,RL,9120,1,0,1Fam,1Story,average,average,1958,Ex,1261,3,2,Normal,0,0,163000
1172,FV,4017,1,1,TwnhsE,2Story,good,average,2006,Ex,1250,2,2,Normal,0,0,171900
1173,RL,18030,1,0,1Fam,1.5Fin,average,average,1946,TA,3086,3,0,Normal,1,0,200500
1174,RL,16560,1,0,1Fam,2Story,average,good,1932,TA,2345,4,2,Normal,0,0,239000
1175,RL,10678,1,0,1Fam,1.5Fin,good,average,1992,Ex,2872,4,2,Normal,0,0,285000
1176,RL,6951,1,0,1Fam,1Story,average,average,1984,TA,923,3,1,Normal,1,0,119500
1177,RM,3950,1,1,1Fam,1.5Fin,average,good,1926,TA,1224,3,1,Normal,0,0,115000
1178,RL,7681,1,0,1Fam,1.5Fin,average,average,1921,Ex,1343,3,1,Normal,0,0,154900
1179,RL,8335,1,0,1Fam,1Story,average,average,1954,Gd,1124,3,0,Normal,0,0,93000
1180,RL,11170,1,0,1Fam,2Story,good,average,1990,Ex,2514,4,2,Normal,1,0,250000
1181,RM,5587,1,0,TwnhsE,1Story,good,average,2008,Ex,1652,2,2,Partial,0,0,392500
1182,RL,15623,1,0,1Fam,2Story,good,average,1996,Ex,4476,4,3,Abnorml,1,1,745000
1183,RL,10800,1,1,1Fam,1Story,average,average,1920,Ex,1130,2,2,Normal,0,0,120000
1184,RL,35133,0,0,1Fam,1Story,average,average,1963,Gd,1572,3,3,Normal,0,0,186700
1185,RL,9738,1,0,1Fam,1.5Fin,average,good,1924,Gd,1221,4,1,Normal,0,0,104900
1186,RL,10615,1,0,2fmCon,2Story,bad,average,1900,TA,1699,3,2,Abnorml,0,0,95000
1187,RL,12461,1,0,1Fam,1Story,good,average,1994,Ex,1624,2,3,Normal,1,0,262000
1188,RL,8935,1,0,1Fam,2Story,good,average,2002,Ex,1660,3,2,Normal,0,0,195000
1189,RL,7500,1,0,1Fam,2Story,good,average,1999,Gd,1804,3,2,Normal,0,0,189000
1190,RL,32463,1,0,2fmCon,1Story,average,average,1961,Ex,1622,3,4,Normal,0,0,168000
1191,FV,2645,1,1,Twnhs,2Story,good,average,1999,Ex,1441,2,2,Normal,0,0,174000
1192,RM,9600,1,1,1Fam,1.5Fin,average,good,1925,Gd,1472,3,1,Normal,1,0,125000
1193,RM,4500,1,0,TwnhsE,1Story,average,average,1999,Ex,1224,2,2,Normal,0,0,165000
1194,RL,9364,1,0,1Fam,2Story,average,good,1969,TA,1352,4,1,Normal,1,0,158000
1195,RL,8029,1,0,1Fam,2Story,average,average,2005,Ex,1456,3,2,Normal,0,0,176000
1196,RL,14054,1,0,1Fam,2Story,good,average,2006,Ex,1863,4,3,Partial,0,0,219210
1197,RM,8850,1,0,1Fam,2.5Unf,good,average,1916,Ex,1690,3,1,Normal,0,0,144000
1198,RL,9100,1,0,1Fam,1Story,good,average,2001,Ex,1212,3,2,Normal,0,0,178000
1199,RL,11235,1,0,1Fam,1Story,average,average,1963,Gd,1382,3,2,Normal,0,0,148000
1200,RL,9353,1,0,1Fam,1Story,average,average,1970,Gd,864,3,1,Abnorml,0,0,116050
1201,RL,10400,1,0,1Fam,2Story,good,average,1998,Ex,1779,3,2,Normal,0,0,197900
1202,RM,6000,1,0,1Fam,1.5Fin,average,good,1925,Ex,1348,3,1,Normal,0,0,117000
1203,RL,9750,1,0,1Fam,1Story,good,average,2000,Ex,1630,3,2,Normal,0,0,213000
1204,RL,10140,1,0,1Fam,1Story,average,average,1975,Ex,1074,3,2,Normal,1,0,153500
1205,RL,14684,1,0,1Fam,1Story,good,good,1990,Gd,2196,3,3,Normal,0,0,271900
1206,RH,8900,1,0,1Fam,1Story,average,average,1966,TA,1056,2,1,Normal,1,0,107000
1207,RL,9135,1,0,1Fam,1Story,average,average,2003,Ex,1700,3,2,Normal,0,0,200000
1208,RL,7763,1,0,1Fam,1Story,average,good,1962,TA,1283,3,2,Normal,0,0,140000
1209,RL,10182,1,0,1Fam,1Story,good,average,2006,Ex,1660,3,2,Partial,0,0,290000
1210,RL,11218,1,0,1Fam,2Story,average,average,1992,Ex,1845,3,2,Normal,1,0,189000
1211,RL,12134,1,0,1Fam,1.5Fin,good,good,1988,Gd,1752,4,2,Normal,0,0,164000
1212,RL,9340,1,0,1Fam,1Story,average,average,1941,TA,672,2,1,Normal,0,0,113000
1213,RL,10246,1,0,1Fam,SLvl,average,good,1965,Ex,960,0,1,Normal,0,0,145000
1214,RL,10205,1,0,1Fam,SFoyer,average,average,1962,TA,999,3,1,Normal,0,0,134500
1215,RL,7094,1,0,1Fam,1Story,average,average,1966,TA,894,3,1,Normal,1,0,125000
1216,RM,8930,1,0,Duplex,1.5Fin,average,average,1978,TA,1902,4,2,Normal,0,0,112000
1217,FV,8640,1,0,1Fam,1Story,good,average,2009,Ex,1314,3,2,Partial,0,0,229456
1218,RM,6240,1,0,1Fam,1.5Fin,average,average,1947,Gd,912,2,0,Normal,0,0,80500
1219,RM,1680,1,0,Twnhs,2Story,average,average,1971,TA,1218,3,0,Abnorml,0,0,91500
1220,RL,7800,1,0,1Fam,1Story,average,average,1964,TA,912,2,1,Abnorml,0,0,115000
1221,RL,8250,1,0,1Fam,1Story,average,average,1968,Ex,1211,3,1,Normal,0,0,134000
1222,RL,10496,1,0,1Fam,1.5Fin,average,average,1949,Ex,1846,3,1,Normal,1,0,143000
1223,RL,10680,1,0,1Fam,1Story,average,bad,1951,TA,2136,4,2,Normal,1,0,137900
1224,RL,15384,1,0,1Fam,2Story,good,average,2004,Ex,1490,3,2,Normal,0,0,184000
1225,RL,10482,1,0,1Fam,SLvl,average,good,1958,Ex,1138,3,1,Normal,1,0,145000
1226,RL,14598,1,0,1Fam,2Story,average,average,2007,Ex,1933,4,3,Normal,0,0,214000
1227,RL,8872,1,0,1Fam,1Story,average,good,1965,Ex,912,2,2,Normal,0,0,147000
1228,RL,8769,1,0,TwnhsE,1Story,good,average,2008,Ex,1702,1,3,Partial,0,0,367294
1229,RL,7910,1,0,1Fam,SLvl,average,average,1960,Gd,1507,4,1,Normal,1,0,127000
1230,RL,18890,1,0,Duplex,1.5Fin,average,average,1977,Ex,2620,4,2,Normal,0,0,190000
1231,RL,7728,1,0,Duplex,SLvl,average,average,1962,TA,1190,3,2,Normal,1,0,132500
1232,RL,9842,1,0,Duplex,1Story,average,average,1962,TA,1224,2,2,Normal,0,0,101800
1233,RL,12160,1,0,1Fam,1Story,average,average,1959,Fa,1188,3,2,Abnorml,1,0,142000
1234,RH,8525,1,0,1Fam,2Story,average,average,1911,TA,1964,4,0,Abnorml,0,0,130000
1235,RL,13132,1,0,1Fam,2Story,average,average,1914,Gd,1784,4,1,Normal,0,0,138887
1236,RL,2628,1,0,Twnhs,2Story,good,average,2003,Ex,1626,2,2,Normal,0,0,175500
1237,RL,12393,1,0,1Fam,2Story,good,average,2004,Ex,1948,4,2,Normal,0,0,195000
1238,RL,13072,1,0,1Fam,1Story,average,average,2005,Ex,1141,3,2,Abnorml,0,0,142500
1239,RL,9037,1,0,1Fam,1Story,good,average,2006,Ex,1484,2,2,Normal,0,0,265900
1240,RL,8158,1,0,1Fam,2Story,good,average,2003,Ex,1768,3,2,Normal,0,0,224900
1241,RL,9849,1,0,1Fam,1Story,good,average,2007,Ex,1689,3,3,Partial,0,0,248328
1242,RL,10625,1,0,1Fam,SFoyer,good,average,1974,TA,1173,3,2,Family,1,0,170000
1243,RL,13891,1,0,1Fam,1Story,good,average,2006,Ex,2076,2,3,Partial,0,0,465000
1244,RL,11435,1,0,1Fam,2Story,good,good,1929,Fa,1517,3,2,Normal,0,0,230000
1245,RL,12090,1,0,1Fam,SLvl,average,good,1984,Ex,1868,3,2,Abnorml,0,0,178000
1246,FV,8125,1,0,1Fam,2Story,good,average,2005,Ex,1553,3,2,Partial,0,0,186500
1247,RL,12328,1,0,1Fam,SLvl,average,average,1976,TA,1034,3,3,Normal,0,0,169900
1248,RM,9600,1,1,1Fam,2.5Unf,average,average,1917,Fa,2058,3,2,Normal,0,0,129500
1249,RL,7200,1,0,1Fam,1Story,average,good,1950,TA,988,3,1,Normal,0,0,119000
1250,RL,11160,1,0,1Fam,1Story,good,average,1968,Ex,2110,3,2,Normal,0,0,244000
1251,RL,3136,1,0,TwnhsE,1Story,good,average,2003,Ex,1405,2,2,Normal,0,0,171750
1252,RL,9858,1,0,1Fam,1Story,average,average,1968,TA,874,3,1,Normal,1,0,130000
1253,RL,17542,1,0,1Fam,2Story,good,good,1974,TA,2167,3,2,Normal,1,0,294000
1254,RL,6931,1,0,1Fam,2Story,good,average,2003,Ex,1656,3,2,Normal,0,0,165400
1255,RM,6240,1,0,1Fam,1.5Fin,average,average,1931,TA,1367,3,1,Normal,0,0,127500
1256,RL,14303,1,0,1Fam,1Story,good,average,1994,Ex,1987,2,2,Normal,0,0,301500
1257,RL,4060,1,0,1Fam,1Story,average,good,1922,Ex,864,2,0,Normal,0,0,99900
1258,RL,9587,1,0,1Fam,SLvl,good,average,2005,Ex,1166,2,2,Normal,0,0,190000
1259,RL,9750,1,0,1Fam,1Story,average,good,1969,Gd,1054,3,2,Normal,0,0,151000
1260,RL,24682,1,0,1Fam,2Story,average,average,1999,Ex,1675,3,2,Normal,0,0,181000
1261,RL,9600,1,0,1Fam,1Story,average,average,1956,Gd,1050,2,1,Normal,0,0,128900
1262,RL,11250,1,0,1Fam,1.5Fin,average,average,1957,Ex,1788,5,1,Normal,0,0,161500
1263,RL,13515,1,1,1Fam,2Story,average,average,1919,Ex,1824,3,2,Normal,1,0,180500
1264,RH,4060,1,0,TwnhsE,1Story,average,average,1998,Ex,1337,2,2,Abnorml,0,0,181000
1265,FV,3735,1,0,TwnhsE,2Story,good,average,1999,Ex,1452,3,2,Normal,0,0,183900
1266,RM,10120,1,0,2fmCon,2.5Unf,good,average,1910,TA,1889,4,1,Normal,1,0,122000
1267,RL,13214,1,0,1Fam,1Story,good,average,2008,Ex,2018,3,3,Normal,0,0,378500
1268,RL,14100,1,0,1Fam,1.5Fin,good,good,1935,Ex,3447,4,3,Normal,1,0,381000
1269,RL,11344,1,0,1Fam,1.5Fin,average,average,1958,TA,1524,3,1,Normal,1,0,144000
1270,RL,23595,1,0,1Fam,1Story,good,average,1979,TA,1524,0,2,Normal,0,0,260000
1271,RL,9156,1,0,1Fam,1Story,average,good,1968,Gd,1489,3,2,Normal,0,0,185750
1272,RL,13526,1,0,1Fam,1Story,average,average,1965,TA,935,3,1,Normal,1,0,137000
1273,RL,11512,1,0,1Fam,SLvl,average,good,1959,Gd,1357,2,1,Normal,1,0,177000
1274,RL,5362,1,0,1Fam,1.5Fin,average,average,1910,Ex,1250,3,2,Normal,0,0,139000
1275,RL,11345,1,0,Duplex,2Story,average,average,1948,Gd,1920,4,2,Normal,0,0,137000
1276,RL,12936,1,0,1Fam,2Story,average,average,1972,TA,1395,3,2,Normal,0,0,162000
1277,RL,17871,1,0,1Fam,SLvl,average,average,1967,Fa,1724,3,2,Normal,0,0,197900
1278,RL,9473,1,0,1Fam,2Story,good,average,2002,Ex,2031,3,2,Normal,0,0,237000
1279,C (all),7500,1,0,1Fam,1.5Fin,average,average,1920,TA,1128,2,2,Abnorml,0,0,68400
1280,RL,9808,1,0,1Fam,1Story,good,average,2002,Ex,1573,3,2,Normal,0,0,227000
1281,RL,8049,1,0,1Fam,1Story,good,average,1990,TA,1339,2,2,Normal,0,0,180000
1282,RL,8800,1,0,1Fam,1Story,average,good,1977,TA,1040,3,2,Normal,0,0,150500
1283,RL,9400,1,0,Duplex,2Story,average,average,1971,TA,1824,4,0,Normal,0,0,139000
1284,RL,9638,1,0,1Fam,1.5Fin,average,good,1919,Ex,2447,4,1,Normal,0,0,169000
1285,RM,6000,1,0,1Fam,1.5Fin,average,average,1939,Ex,1412,4,1,Normal,0,0,132500
1286,RL,9790,1,0,1Fam,1Story,average,average,1963,TA,1328,3,2,Normal,0,0,143000
1287,RL,36500,1,0,1Fam,1Story,average,average,1964,Fa,1582,4,2,Normal,0,0,190000
1288,RL,5664,1,0,TwnhsE,1Story,good,average,2000,Ex,1659,2,2,Normal,0,0,278000
1289,RL,11065,1,0,1Fam,2Story,good,average,2006,Ex,1970,3,3,Partial,0,0,281000
1290,RL,14112,1,0,1Fam,SLvl,average,good,1964,TA,1152,3,2,Normal,0,0,180500
1291,RM,1680,1,0,Twnhs,2Story,average,good,1972,TA,1302,3,1,Normal,0,0,119500
1292,RM,6600,1,0,1Fam,2Story,average,average,1892,TA,2372,4,1,Normal,0,0,107500
1293,RL,10140,1,0,1Fam,2Story,good,average,1976,TA,1664,4,2,Normal,1,0,162900
1294,RL,8172,1,0,1Fam,1Story,average,good,1955,TA,864,2,2,Normal,0,0,115000
1295,RL,8400,1,0,1Fam,1Story,average,average,1968,Gd,1052,3,1,Normal,1,0,138500
1296,RL,8700,1,0,1Fam,1Story,average,average,1963,Gd,1128,3,2,Normal,1,0,155000
1297,RM,3675,1,0,TwnhsE,SFoyer,average,average,2005,Gd,1072,2,2,Partial,0,0,140000
1298,RL,63887,1,0,1Fam,2Story,good,average,2008,Ex,5642,3,2,Partial,0,1,160000
1299,RL,7500,1,0,1Fam,1Story,average,good,1959,Ex,1246,3,1,Normal,1,0,154000
1300,RL,10762,1,0,1Fam,2Story,good,average,1999,Ex,1983,3,2,Normal,0,0,225000
1301,RL,7500,1,0,1Fam,2Story,average,good,1942,Fa,1494,3,1,Normal,0,0,177500
1302,RL,10120,1,0,1Fam,2Story,good,average,1994,Ex,2526,4,3,Normal,0,0,290000
1303,RL,8688,1,0,1Fam,1Story,good,average,2005,Ex,1616,3,3,Normal,0,0,232000
1304,RM,3363,1,0,TwnhsE,2Story,good,average,2004,Ex,1708,3,2,Normal,0,0,130000
1305,RL,13173,1,0,1Fam,1Story,good,average,2006,Ex,1652,2,2,Normal,0,0,325000
1306,RL,6955,1,0,TwnhsE,1Story,good,average,2005,Ex,1368,2,2,Partial,0,0,202500
1307,RL,8072,1,0,1Fam,1Story,average,average,1994,Ex,990,3,2,Normal,0,0,138000
1308,RM,12000,1,0,1Fam,1Story,average,good,1948,Ex,1122,2,2,Normal,1,0,147000
1309,RL,7153,1,0,1Fam,1Story,average,average,1991,Gd,1294,3,2,Normal,1,0,179200
1310,RL,17500,1,0,1Fam,1Story,good,good,1959,TA,1902,3,2,Normal,0,0,335000
1311,RL,8814,1,0,1Fam,1Story,good,average,2005,Ex,1274,3,2,Partial,0,0,203000
1312,RL,9572,1,0,1Fam,2Story,good,average,1990,Ex,2810,4,2,Normal,0,0,302000
1313,RL,14774,1,0,1Fam,2Story,good,average,1999,Ex,2599,4,3,Normal,0,0,333168
1314,RL,8190,1,0,1Fam,1Story,average,average,1954,Ex,948,3,1,Normal,0,0,119000
1315,RL,11075,1,0,1Fam,2Story,average,average,1969,TA,2112,4,2,Normal,0,0,206900
1316,RL,10226,1,0,1Fam,1Story,good,average,2008,Ex,1630,3,3,Normal,0,0,295493
1317,FV,4230,1,1,TwnhsE,1Story,good,average,2006,Ex,1352,2,2,Partial,0,0,208900
1318,RL,14781,1,0,1Fam,1Story,good,average,2001,Ex,1787,3,3,Normal,0,0,275000
1319,RL,10215,1,0,1Fam,1Story,average,average,1954,Ex,948,3,1,Normal,0,0,111000
1320,RL,8400,1,0,1Fam,1Story,average,bad,1957,Gd,1478,3,2,Normal,0,0,156500
1321,RL,6627,1,0,1Fam,1Story,bad,average,1949,TA,720,2,1,Normal,0,0,72500
1322,RL,10186,1,0,1Fam,2Story,good,average,1992,Ex,1923,3,2,Normal,0,0,190000
1323,RL,5330,1,0,1Fam,1Story,average,good,1940,Gd,708,2,0,Normal,0,0,82500
1324,RL,9986,1,0,1Fam,1Story,good,average,2006,Ex,1795,2,3,Partial,0,0,147000
1325,RM,3636,1,0,1Fam,1Story,average,average,1922,Fa,796,2,0,Normal,1,0,55000
1326,RH,4270,1,0,1Fam,1Story,bad,average,1931,Ex,774,3,0,Normal,0,0,79000
1327,RL,6600,1,0,1Fam,1Story,average,good,1982,Ex,816,3,1,Normal,1,0,130500
1328,RM,10440,1,1,1Fam,1.5Fin,average,good,1920,Ex,2792,5,2,Normal,1,0,256000
1329,RL,9084,1,0,1Fam,2Story,good,average,1998,Gd,1632,3,2,Normal,0,0,176500
1330,RL,10000,1,0,1Fam,1Story,good,average,2006,Ex,1588,3,3,Normal,0,0,227000
1331,RL,10780,1,0,1Fam,SLvl,average,average,1976,Gd,954,3,2,Normal,0,0,132500
1332,RL,8877,1,0,1Fam,1Story,average,average,1938,Ex,816,2,1,Normal,0,0,100000
1333,RM,7200,1,0,1Fam,1.5Fin,average,average,1938,Ex,1360,2,1,Normal,1,0,125500
1334,RM,2368,1,0,TwnhsE,2Story,average,average,1970,TA,1365,3,2,Normal,0,0,125000
1335,RL,9650,1,0,1Fam,1Story,average,average,1977,TA,1334,2,2,Normal,0,0,167900
1336,RL,9246,1,0,Duplex,1Story,average,average,1973,TA,1656,4,2,Normal,0,0,135000
1337,RM,4118,1,1,1Fam,1Story,average,average,1941,Fa,693,2,0,Normal,0,0,52500
1338,RL,13450,1,0,1Fam,2Story,good,average,2002,Ex,1861,3,2,Normal,0,0,200000
1339,RL,9560,1,0,1Fam,1Story,average,good,1972,Ex,864,3,1,Normal,0,0,128500
1340,RL,8294,1,0,1Fam,1Story,average,average,1971,TA,872,3,4,Normal,1,0,123000
1341,RL,13695,1,0,1Fam,1Story,average,average,2003,Ex,1114,3,2,Normal,0,0,155000
1342,RL,9375,1,0,1Fam,2Story,good,average,2002,Ex,2169,3,2,Normal,0,0,228500
1343,RL,7558,1,0,1Fam,1.5Fin,average,average,1928,Gd,1913,3,2,Normal,0,0,177000
1344,RL,11103,1,0,1Fam,2Story,good,average,2006,Ex,1456,3,2,Partial,0,0,155835
1345,RM,6000,1,0,1Fam,1Story,average,average,1920,Gd,960,2,1,Normal,0,0,108500
1346,RL,20781,1,0,1Fam,1Story,good,good,1968,TA,2156,3,2,Normal,0,0,262500
1347,RL,15306,1,0,1Fam,1Story,good,average,2006,Ex,1776,3,3,Partial,0,0,283463
1348,RL,16196,1,0,1Fam,1Story,good,average,1998,Ex,1494,3,2,Normal,0,0,215000
1349,RM,5250,1,1,1Fam,2Story,good,average,1872,Fa,2358,4,0,Normal,0,0,122000
1350,RL,11643,1,0,Duplex,2Story,average,average,1969,TA,2634,6,4,Normal,0,0,200000
1351,RL,9247,1,0,1Fam,2Story,average,average,1962,Ex,1716,4,2,Normal,0,0,171000
1352,RM,6000,1,0,1Fam,1.5Fin,average,good,1937,TA,1176,2,2,Normal,0,0,134900
1353,RL,14720,1,0,1Fam,1.5Fin,good,average,1995,Ex,3238,4,3,Normal,0,0,410000
1354,RL,10316,1,0,1Fam,2Story,good,average,2000,Ex,1865,3,3,Normal,0,0,235000
1355,RL,10192,1,0,1Fam,SLvl,good,average,1968,Gd,1920,4,2,Normal,1,0,170000
1356,RL,9477,1,0,1Fam,1Story,average,average,1966,TA,892,3,1,Normal,1,0,110000
1357,RL,12537,1,0,1Fam,1Story,average,average,1971,Ex,1078,3,2,Normal,0,0,149900
1358,FV,2117,1,0,Twnhs,2Story,average,average,2000,Ex,1573,3,2,Normal,0,0,177500
1359,RL,16737,1,0,1Fam,1Story,good,average,2004,Ex,1980,3,3,Normal,0,0,315000
1360,RL,9842,1,0,1Fam,2Story,average,average,1921,Ex,2601,4,2,Normal,0,0,189000
1361,RL,16158,1,0,1Fam,1Story,good,average,2005,Ex,1530,3,2,Normal,0,0,260000
1362,RL,12513,1,0,1Fam,1.5Fin,average,average,1920,Gd,1738,4,1,Normal,0,0,104900
1363,RL,8499,1,0,1Fam,2Story,average,average,2006,Ex,1412,3,2,Partial,0,0,156932
1364,FV,3180,1,1,TwnhsE,2Story,good,average,2005,Ex,1200,2,2,Abnorml,0,0,144152
1365,FV,7500,1,0,1Fam,2Story,good,average,2000,Ex,1674,3,2,Normal,0,0,216000
